the-wallflowers	56	1934	9254	4.04	('now', 125)	("i've_been", 18)	('hey_hey_hey', 12)
little-texas	40	1126	6138	4.46	('love', 102)	('yeah_yeah', 51)	('yeah_yeah_yeah', 43)
bad-company	45	1319	7419	6.5	('know', 141)	('dont_know', 29)	('chorus_repeats_out', 13)
the-jesus-and-mary-chain	103	1507	8834	3.91	('dont', 144)	('sung_by', 67)	('sung_by_jim', 44)
jesus-jones	50	1107	5080	4.64	('know', 106)	('there_no', 17)	('trust_trust_trust', 11)
eels	134	2229	12945	3.99	('dont', 184)	('la_la', 76)	('la_la_la', 71)
dio	120	2826	15285	3.95	('no', 170)	('ae_ae', 40)	('ae_ae_ae', 32)
blink-182	120	2239	16714	4.82	('this', 227)	('na_na', 114)	('na_na_na', 108)
the-mighty-mighty-bosstones	66	2277	11636	5.31	('was', 123)	("i've_got", 40)	('little_bit_ugly', 23)
virgin-steele	90	2425	11112	4.5	('will', 106)	('de_feis', 41)	('lyrics_de_feis', 40)
blur	123	2242	13213	3.94	('so', 185)	('la_la', 144)	('la_la_la', 120)
